tablescraper-selected-row href,icon src,name,brief,count
https://lazycat.cloud/appstore/detail/cloud.lazycat.shell.files,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.shell.files/icon.png,懒猫网盘,智能个人云储存管理工具,2883
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.photo,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.photo/icon.png,懒猫相册,智能图片管理工具,2419
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.video,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.video/icon.png,视频播放器,官方视频播放工具,969
https://lazycat.cloud/appstore/detail/cloud.lazycat.developer.tools,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.developer.tools/icon.png,懒猫开发者工具,懒猫开发者工具,880
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.lzctvcontroller,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.lzctvcontroller/icon.png,懒猫智慧屏,自由的大屏浏览器,767
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.forward,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.forward/icon.png,局域网端口转发工具,端口映射,736
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.todolist,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.todolist/icon.png,懒猫清单,简洁待办管理应用,696
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.alist,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.alist/icon.png,AList,私有云盘与网盘映射工具,488
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.testflight,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.testflight/icon.png,内测工具,内测用户使用工具,459
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.libretv,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.libretv/icon.png,LibreTV,免费在线视频搜索与观看平台,307
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.ocr,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.ocr/icon.png,文字识别,懒猫微服官方图像转文字工具,283
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.contacts,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.contacts/icon.png,通讯录,备份你的手机生活,278
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.create,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.create/icon.png,懒猫应用生成器,懒猫应用自动生成工具,266
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.c2fauth,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.c2fauth/icon.png,2FAuth,使用 2FAuth 统一管理您的 2FA,232
https://lazycat.cloud/appstore/detail/in.zhaoj.baidunas,https://dl.lazycat.cloud/appstore/metarepo/apps/in.zhaoj.baidunas/icon.png,百度网盘NAS版,百度网盘NAS版,231
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.re,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.re/icon.png,观影助手,官方安全浏览器,202
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.radarr,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.radarr/icon.png,Radarr,自动下载并管理电影资源的工具,199
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.windows,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.windows/icon.png,Windows虚拟机,-,194
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.vuetorrent,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.vuetorrent/icon.png,VueTorrent,开源种子下载器,182
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.jellyfinsingle,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.jellyfinsingle/icon.png,Jellyfin,强大且可定制的媒体服务器,180
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.koreader,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.koreader/icon.png,可道阅读器,电子书阅读器,174
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.navidromeng,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.navidromeng/icon.png,Navidrome,开源音乐服务器,170
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.affine,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.affine/icon.png,AFFiNE,一体化看板操作软件,162
https://lazycat.cloud/appstore/detail/iamxiaoe.lzcapp.imallinone,https://dl.lazycat.cloud/appstore/metarepo/apps/iamxiaoe.lzcapp.imallinone/icon.png,即时通讯多合一,即时通讯,158
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.jackett,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.jackett/icon.png,jackett,开源API种子搜索工具,158
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.memos,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.memos/icon.png,Memos,自托管知识库。,156
https://lazycat.cloud/appstore/detail/in.zhaoj.lazycatonlinedevice,https://dl.lazycat.cloud/appstore/metarepo/apps/in.zhaoj.lazycatonlinedevice/icon.png,懒猫微服在线设备获取,获取微服当前登录用户下登录的设备的域名,146
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.lzcollama,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.lzcollama/icon.png,懒猫实验Ollama,Ollama,144
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.n8n,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.n8n/icon.png,n8n,公平代码许可工作流自动化工具,142
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.cloudfalredweb,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.cloudfalredweb/icon.png,Cloudflared(持续更新),Cloudflared的web客户端（持续更新）,141
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.ubuntu,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.ubuntu/icon.png,Ubuntu虚拟机,-,133
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.prowlarr,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.prowlarr/icon.png,Prowlarr,资源检索工具,130
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.koel,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.koel/icon.png,Koel,Web音乐流应用,130
https://lazycat.cloud/appstore/detail/in.zhaoj.xunlei,https://dl.lazycat.cloud/appstore/metarepo/apps/in.zhaoj.xunlei/icon.png,迅雷,迅雷下载器,127
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.verysync,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.verysync/icon.png,微力同步,高效跨平台数据传输与加密,127
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.librespeed,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.librespeed/icon.png,LibreSpeed,开源网速检测工具,123
https://lazycat.cloud/appstore/detail/in.zhaoj.dockerregistry,https://dl.lazycat.cloud/appstore/metarepo/apps/in.zhaoj.dockerregistry/icon.png,Docker镜像源管理器,Docker镜像源+UI管理界面,113
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.rustdeskoss,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.rustdeskoss/icon.png,rustdeskoss,-,113
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.chinesesubfinder,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.chinesesubfinder/icon.png,ChineseSubFinder,字幕搜索工具,108
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.calibreweb,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.calibreweb/icon.png,Calibre-Web Automated,打造你的私人图书馆,107
https://lazycat.cloud/appstore/detail/jason5ng32.myip,https://dl.lazycat.cloud/appstore/metarepo/apps/jason5ng32.myip/icon.png,MyIP,全能的 IP 工具箱,105
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.code,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.code/icon.png,VS Code Web,支持多种编程语言并提供丰富功能提高开发效率,104
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.autobangumi,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.autobangumi/icon.png,AutoBangumi V2,一键全自动追番,104
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.firefox,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.firefox/icon.png,Firefox浏览器,通过浏览器轻松访问内网,103
https://lazycat.cloud/appstore/detail/in.zhaoj.baidunetdisk,https://dl.lazycat.cloud/appstore/metarepo/apps/in.zhaoj.baidunetdisk/icon.png,百度网盘,百度网盘,100
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.qbittorrent,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.qbittorrent/icon.png,qBittorrent,免费开源的BitTorrent客户端,96
https://lazycat.cloud/appstore/detail/in.zhaoj.lzcapphelper,https://dl.lazycat.cloud/appstore/metarepo/apps/in.zhaoj.lzcapphelper/icon.png,应用商店应用推荐助手,作为懒猫微服应用市场的智能推荐助手，我专注于为用户提供精准的应用导航服务。,95
https://lazycat.cloud/appstore/detail/dev.libr.dify,https://dl.lazycat.cloud/appstore/metarepo/apps/dev.libr.dify/icon.png,Dify,llm 工作流,94
https://lazycat.cloud/appstore/detail/in.zhaoj.mediago,https://dl.lazycat.cloud/appstore/metarepo/apps/in.zhaoj.mediago/icon.png,MediaGo,流媒体下载工具,94
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.icloud,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.icloud/icon.png,iCloud图片下载,-,94
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.excalidraw,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.excalidraw/icon.png,ExcaliDraw绘图板,Web矢量图形编辑器，易用功能丰富,94
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.musictag,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.musictag/icon.png,Music Tag Web,音乐标签编辑器，支持多种音频格式,91
https://lazycat.cloud/appstore/detail/in.zhaoj.webvirtcloud,https://dl.lazycat.cloud/appstore/metarepo/apps/in.zhaoj.webvirtcloud/icon.png,WebVirtCloud虚拟机管理器,KVM WEB管理工具 WebVirtMgr,90
https://lazycat.cloud/appstore/detail/iamxiaoe.lzcapp.homeassistant,https://dl.lazycat.cloud/appstore/metarepo/apps/iamxiaoe.lzcapp.homeassistant/icon.png,HomeAssistant,唤醒你的家,90
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.metube,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.metube/icon.png,metube,-,86
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.qbittorrentee,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.qbittorrentee/icon.png,qBittorrent Enhanced Edition,qBittorrent社区增强版,85
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.syncthing1,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.syncthing1/icon.png,Syncthing,强大文件同步工具,85
https://lazycat.cloud/appstore/detail/in.zhaoj.wechat,https://dl.lazycat.cloud/appstore/metarepo/apps/in.zhaoj.wechat/icon.png,微信客户端,--,83
https://lazycat.cloud/appstore/detail/lazycat.app.aipan,https://dl.lazycat.cloud/appstore/metarepo/apps/lazycat.app.aipan/icon.png,aipan,开源的网盘资源聚合搜索平台,81
https://lazycat.cloud/appstore/detail/me.ironfeet.app.anythingllm,https://dl.lazycat.cloud/appstore/metarepo/apps/me.ironfeet.app.anythingllm/icon.png,AnythingLLM,交互式AI对话工具,78
https://lazycat.cloud/appstore/detail/anpho.lzcapp.chromium,https://dl.lazycat.cloud/appstore/metarepo/apps/anpho.lzcapp.chromium/icon.png,Chromium Browser,Web Browser 浏览器,76
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.debian,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.debian/icon.png,Debian虚拟机,Debian 12 虚拟机,76
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.archvirt,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.archvirt/icon.png,Archlinux-Virt,-,76
https://lazycat.cloud/appstore/detail/lazcat.app.nastools,https://dl.lazycat.cloud/appstore/metarepo/apps/lazcat.app.nastools/icon.png,nas-tools,NAS媒体库资源归集整理工具,72
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.downloader,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.downloader/icon.png,下载器,官方下载工具，快速下载各类文件,72
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.plex,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.plex/icon.png,Plex,存储并分享媒体,70
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.kavita,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.kavita/icon.png,Kavita,快速漫画阅读服务平台,70
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.webtver,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.webtver/icon.png,webTV,私有化小电视,70
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.embysingle,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.embysingle/icon.png,Emby,家庭媒体服务器,69
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.rsshub,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.rsshub/icon.png,RSSHub,-,69
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.qinglong,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.qinglong/icon.png,青龙面板,青龙控制面板功能强大，操作简便,69
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.bazarr,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.bazarr/icon.png,Bazarr,开源的字幕下载器,68
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.vaultwarden,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.vaultwarden/icon.png,vaultwarden,个人密码管理器,67
https://lazycat.cloud/appstore/detail/iamxiaoe.lzcapp.mediago-desktop,https://dl.lazycat.cloud/appstore/metarepo/apps/iamxiaoe.lzcapp.mediago-desktop/icon.png,MediaGo桌面版本,完整的MediaGo，支持更多功能,65
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.funkwhale,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.funkwhale/icon.png,Funkwhale,自托管音乐流媒体平台,65
https://lazycat.cloud/appstore/detail/in.zhaoj.devaihelper,https://dl.lazycat.cloud/appstore/metarepo/apps/in.zhaoj.devaihelper/icon.png,开发者文档AI助手,懒猫微服开发者文档AI助手,61
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.iptvnator,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.iptvnator/icon.png,IPTVnator,-,61
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.lidarr,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.lidarr/icon.png,Lidarr,音乐收藏管理器,61
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.swing-music,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.swing-music/icon.png,Swing Music,一款美观、自托管的音乐播放器,60
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.jgraph,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.jgraph/icon.png,draw.io,免费在线图表编辑工具,60
https://lazycat.cloud/appstore/detail/iamxiaoe.lzcapp.reader,https://dl.lazycat.cloud/appstore/metarepo/apps/iamxiaoe.lzcapp.reader/icon.png,reader,阅读3服务器版，不需要手机,58
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.aria2ng,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.aria2ng/icon.png,AriaNg,便捷的Web界面操作软件,57
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.outline,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.outline/icon.png,Outline,开源的Wiki 知识库和团队协作文档管理工具,55
https://lazycat.cloud/appstore/detail/iamxiaoe.lzcapp.splayer,https://dl.lazycat.cloud/appstore/metarepo/apps/iamxiaoe.lzcapp.splayer/icon.png,SPlayer,--,55
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.wiznote,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.wiznote/icon.png,为知笔记,跨平台笔记与协作工具,55
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.tailscale,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.tailscale/icon.png,Tailscale,将您的设备和用户连接到您专属的安全虚拟专用网络。,53
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.webssh2,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.webssh2/icon.png,WebSSH2,SSH客户端,53
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.siyuan,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.siyuan/icon.png,思源笔记,全平台知识管理系统,53
https://lazycat.cloud/appstore/detail/dev.libr.immich,https://dl.lazycat.cloud/appstore/metarepo/apps/dev.libr.immich/icon.png,Immich,高性能的自托管照片和视频备份方案,52
https://lazycat.cloud/appstore/detail/io.zeroc.app.airtrail,https://dl.lazycat.cloud/appstore/metarepo/apps/io.zeroc.app.airtrail/icon.png,AirTrail,开源的现代个人航班跟踪系统,52
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.md,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.md/icon.png,md,微信 Markdown 编辑器,51
https://lazycat.cloud/appstore/detail/top.j0k3r.lpk-inspector,https://dl.lazycat.cloud/appstore/metarepo/apps/top.j0k3r.lpk-inspector/icon.png,懒猫应用查看器,在线查看懒猫商店应用的配置信息（manifest.yml），下载应用 lpk 文件到本地,50
https://lazycat.cloud/appstore/detail/xu.deploy.lazycat-nav,https://dl.lazycat.cloud/appstore/metarepo/apps/xu.deploy.lazycat-nav/icon.png,LazyCat导航,原创lazycat导航栏，放了一些常用的 link，可以根据动态获取微服名称,49
https://lazycat.cloud/appstore/detail/iamxiaoe.lzcapp.hivisionidphoto,https://dl.lazycat.cloud/appstore/metarepo/apps/iamxiaoe.lzcapp.hivisionidphoto/icon.png,HivisionIDPhoto,证件照生成器,49
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.pdf-math-translate,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.pdf-math-translate/icon.png,PDFMathTranslate,用于 PDF 科学论文的翻译工具,48
https://lazycat.cloud/appstore/detail/peterpig.lzcapp.cloudbak,https://dl.lazycat.cloud/appstore/metarepo/apps/peterpig.lzcapp.cloudbak/icon.png,CloudBak云朵备份,本地自托管的微信聊天记录备份工具，支持在线查看聊天记录,47
https://lazycat.cloud/appstore/detail/iamxiaoe.lzcapp.ittools,https://dl.lazycat.cloud/appstore/metarepo/apps/iamxiaoe.lzcapp.ittools/icon.png,it-tools,在线工具集合,47
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.gitea,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.gitea/icon.png,Gitea,--,47
https://lazycat.cloud/appstore/detail/io.zeroc.app.newsnow,https://dl.lazycat.cloud/appstore/metarepo/apps/io.zeroc.app.newsnow/icon.png,newsnow,实时阅读最热新闻,45
https://lazycat.cloud/appstore/detail/dev.beiyu.scratch,https://dl.lazycat.cloud/appstore/metarepo/apps/dev.beiyu.scratch/icon.png,Scratch,面向儿童教育的可视化编程工具,45
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.melody,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.melody/icon.png,Melody,一款超强的音乐管理工具,45
https://lazycat.cloud/appstore/detail/dev.libr.wps,https://dl.lazycat.cloud/appstore/metarepo/apps/dev.libr.wps/icon.png,WPS Office,wps office 网页版,44
https://lazycat.cloud/appstore/detail/iamxiaoe.lzcapp.logseq,https://dl.lazycat.cloud/appstore/metarepo/apps/iamxiaoe.lzcapp.logseq/icon.png,logseq,隐私优先的开源知识库,44
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.archivebox,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.archivebox/icon.png,ArchiveBox,高适配的开源网页归档工具,44
https://lazycat.cloud/appstore/detail/in.zhaoj.oneapi,https://dl.lazycat.cloud/appstore/metarepo/apps/in.zhaoj.oneapi/icon.png,One-API,通过标准的 OpenAI API 格式访问所有的大模型,43
https://lazycat.cloud/appstore/detail/io.zeroc.app.stump,https://dl.lazycat.cloud/appstore/metarepo/apps/io.zeroc.app.stump/icon.png,Stump,免费开源的漫画和数字图书服务器,42
https://lazycat.cloud/appstore/detail/in.zhaoj.xunleikuainiao,https://dl.lazycat.cloud/appstore/metarepo/apps/in.zhaoj.xunleikuainiao/icon.png,迅雷快鸟,迅雷快鸟,42
https://lazycat.cloud/appstore/detail/iamxiaoe.lzcapp.ybfeed,https://dl.lazycat.cloud/appstore/metarepo/apps/iamxiaoe.lzcapp.ybfeed/icon.png,ybfeed,图像和文字粘贴板,42
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.freshrss,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.freshrss/icon.png,FreshRSS,自托管RSS阅读器,42
https://lazycat.cloud/appstore/detail/cloud.lazycat.networkdiagnostic,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.networkdiagnostic/icon.png,懒猫网络检测工具,检测微服所在网络环境,41
https://lazycat.cloud/appstore/detail/dev.beiyu.macos,https://dl.lazycat.cloud/appstore/metarepo/apps/dev.beiyu.macos/icon.png,macOS,在懒猫上运行macos,41
https://lazycat.cloud/appstore/detail/dev.beiyu.fcgame,https://dl.lazycat.cloud/appstore/metarepo/apps/dev.beiyu.fcgame/icon.png,fcgame,FC 红白机游戏屋,41
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.download.douyin,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.download.douyin/icon.png,Douyin_TikTok_Download_API,抖音视频下载工具,41
https://lazycat.cloud/appstore/detail/lazycat.community.app.openlist,https://dl.lazycat.cloud/appstore/metarepo/apps/lazycat.community.app.openlist/icon.png,OpenList,??一个支持多存储的文件列表程序，使用 Gin 和 Solidjs，基于 alist 项目 fork 开发,40
https://lazycat.cloud/appstore/detail/in.zhaoj.convertx,https://dl.lazycat.cloud/appstore/metarepo/apps/in.zhaoj.convertx/icon.png,ConvertX,自托管的在线文件转换工具,40
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.mybili,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.mybili/icon.png,mybili,-,40
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.spdf,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.spdf/icon.png,Stirling PDF,强大的PDF生成与转换工具,40
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.drawnix,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.drawnix/icon.png,Drawnix,一体化白板，包含思维导图、流程图、自由画等,39
https://lazycat.cloud/appstore/detail/dev.libr.wewerss,https://dl.lazycat.cloud/appstore/metarepo/apps/dev.libr.wewerss/icon.png,WeWe RSS,微信公众号 RSS 订阅,39
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.gitlab,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.gitlab/icon.png,Gitlab,--,39
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.talebook,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.talebook/icon.png,TaleBook,在线故事分享与阅读平台,39
https://lazycat.cloud/appstore/detail/dev.beiyu.webdosgame,https://dl.lazycat.cloud/appstore/metarepo/apps/dev.beiyu.webdosgame/icon.png,在线DOS游戏,在懒猫中畅玩经典的DOS游戏,38
https://lazycat.cloud/appstore/detail/in.zhaoj.syncclipboard,https://dl.lazycat.cloud/appstore/metarepo/apps/in.zhaoj.syncclipboard/icon.png,SyncClipboard,跨平台剪贴板同步方案,38
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.ps,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.ps/icon.png,Photopea,强大图像处理与编辑工具,37
https://lazycat.cloud/appstore/detail/dev.beiyu.blinko,https://dl.lazycat.cloud/appstore/metarepo/apps/dev.beiyu.blinko/icon.png,blinko,非常优秀的灵感记录软件,37
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.awebdav,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.awebdav/icon.png,Nginx WebDAV,WebDAV实现在线文件共享和编辑,37
https://lazycat.cloud/appstore/detail/dev.beiyu.ddnsgo,https://dl.lazycat.cloud/appstore/metarepo/apps/dev.beiyu.ddnsgo/icon.png,DDNS-GO,动态域名解析服务,36
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.dockurwin11,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.dockurwin11/icon.png,Windows11,--,36
https://lazycat.cloud/appstore/detail/cloud.lazycat.games.palworld,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.games.palworld/icon.png,Palworld Server,幻兽帕鲁游戏联机服务器,36
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.kuma.uptime,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.kuma.uptime/icon.png,Uptime Kuma,自托管监控工具，监测应用服务可用性。,36
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.whisper,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.whisper/icon.png,Whisper,转录翻译音频,36
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.moontv,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.moontv/icon.png,MoonTV,?? MoonTV 是一个开箱即用的、跨平台的影视聚合播放器。它基于 Next.js 14 + Tailwind CSS + TypeScript 构建，支持多资源搜索、在线播放、收藏同步、播放记录、本地/云端存储，让你可以随时随地畅享海量免费影视内容。,35
https://lazycat.cloud/appstore/detail/in.zhaoj.dockdroid13,https://dl.lazycat.cloud/appstore/metarepo/apps/in.zhaoj.dockdroid13/icon.png,DockerAndroid13,跑在 Docker 里的 Android 13 虚拟机,35
https://lazycat.cloud/appstore/detail/cloud.lazycat.app.live.torrent,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.app.live.torrent/icon.png,Live Torrent V4,强大的在线BT播放器,35
https://lazycat.cloud/appstore/detail/shiina.lzcapp.dailyhot,https://dl.lazycat.cloud/appstore/metarepo/apps/shiina.lzcapp.dailyhot/icon.png,DailyHot 今日热榜,今日热榜,34
https://lazycat.cloud/appstore/detail/cloud.lazycat.games.minecraft,https://dl.lazycat.cloud/appstore/metarepo/apps/cloud.lazycat.games.minecraft/icon.png,Minecraft Server,多人游戏服务器,34
